transaction_id,transaction_date,customer_id,product_id,category,quantity,unit_price,total_amount,discount_applied,payment_method,store_location,salesperson_id,profit,profit_margin_pct,data_quality_flag,is_outlier
17210,2024-02-07,1118,P043,Electronics,1,12329.26,12329.26,0.0,Credit Card,Online,ONLINE,5886.84,47.75,CLEAN,0
17211,2024-01-23,750,P159,Electronics,1,55378.07,55378.07,0.0,Credit Card,Online,ONLINE,31938.47,57.67,CLEAN,0
17212,2024-01-24,2086,P145,Food,8,954.79,6874.49,10.0,Credit Card,Store C (Bangalore),EMP030,3315.89,48.23,CLEAN,0
17213,2024-06-15,75,P400,Food,9,471.08,4239.72,0.0,Cash,Store C (Bangalore),EMP032,2277.09,53.71,CLEAN,0
17214,2024-02-26,1377,P202,Home & Garden,4,7112.07,27025.87,5.0,UPI,Online,ONLINE,9845.34,36.43,CLEAN,0
17215,2024-03-27,1526,P334,Home & Garden,6,5070.36,28901.05,5.0,UPI,Store A (Mumbai),EMP010,9163.55,31.71,CLEAN,0
17216,2024-02-02,50,P064,Electronics,1,25442.68,24170.55,5.0,Debit Card,Store C (Bangalore),EMP029,11823.06,48.92,CLEAN,0
17217,2024-04-26,1913,P191,Food,3,389.75,993.86,15.0,Net Banking,Store A (Mumbai),EMP032,305.77,30.77,CLEAN,0
17218,2024-02-20,214,P120,Clothing,3,1695.72,4578.44,10.0,Debit Card,Store B (Delhi),EMP009,2029.21,44.32,CLEAN,0
17219,2024-03-28,1586,P001,Clothing,1,1637.24,1555.38,5.0,UPI,Store B (Delhi),EMP010,667.66,42.93,CLEAN,0
17220,2024-03-15,2431,P255,Electronics,1,82125.4,82125.4,0.0,Credit Card,Online,ONLINE,26810.97,32.65,CLEAN,1
17221,2024-01-29,1692,P292,Electronics,1,51558.49,51558.49,0.0,UPI,Store B (Delhi),EMP031,16724.67,32.44,CLEAN,0
17222,2024-04-19,485,P049,Electronics,2,33128.76,66257.52,0.0,Credit Card,Store C (Bangalore),EMP045,30963.18,46.73,CLEAN,0
17223,2024-01-23,1130,P129,Books,1,745.51,745.51,0.0,Debit Card,Store B (Delhi),EMP014,439.78,58.99,CLEAN,0
17224,2024-01-29,35,P272,Books,1,1032.02,1032.02,0.0,Debit Card,Online,ONLINE,379.23,36.75,CLEAN,0
17225,2024-03-23,1509,P233,Food,1,129.35,129.35,0.0,UPI,Store C (Bangalore),EMP006,39.95,30.89,CLEAN,0
17226,2024-06-16,1803,P136,Home & Garden,2,1659.96,2987.93,10.0,UPI,Store A (Mumbai),EMP040,1273.86,42.63,CLEAN,0
17227,2024-05-11,1009,P180,Food,6,361.99,2171.94,0.0,Credit Card,Online,ONLINE,833.7,38.39,CLEAN,0
17228,2024-01-20,428,P147,Books,3,1110.49,3164.9,5.0,Credit Card,Store B (Delhi),EMP002,1724.36,54.48,CLEAN,0
17229,2024-06-08,939,P283,Electronics,1,111307.19,111307.19,0.0,Net Banking,Online,ONLINE,44869.86,40.31,CLEAN,1
17230,2024-02-03,375,P309,Clothing,4,3880.81,15523.24,0.0,Unknown,Online,ONLINE,6459.76,41.61,CLEAN,0
17231,2024-02-25,1254,P178,Electronics,2,44173.41,79512.14,10.0,Net Banking,Store C (Bangalore),EMP026,43416.38,54.6,CLEAN,1
17232,2024-03-10,522,P057,Clothing,2,4149.47,7469.05,10.0,Credit Card,Store C (Bangalore),EMP050,4202.12,56.26,CLEAN,0
17233,2024-01-16,559,P120,Clothing,2,1695.72,3391.44,0.0,Net Banking,Online,ONLINE,1503.12,44.32,CLEAN,0
17234,2024-03-04,1659,P277,Electronics,2,101580.77,182845.39,10.0,Net Banking,Store A (Mumbai),EMP034,81104.36,44.36,CLEAN,1
17235,2024-03-31,510,P371,Books,3,1399.39,4198.17,0.0,Net Banking,Online,ONLINE,1658.76,39.51,CLEAN,0
17236,2024-04-28,1739,P328,Home & Garden,3,7341.65,22024.95,0.0,Cash,Store C (Bangalore),EMP013,11572.17,52.54,CLEAN,0
17237,2024-04-11,864,P068,Electronics,2,108612.67,217225.34,0.0,Debit Card,Store C (Bangalore),EMP037,104244.9,47.99,CLEAN,1
17238,2024-02-16,96,P313,Clothing,4,3455.36,13821.44,0.0,Cash,Online,ONLINE,6454.64,46.7,CLEAN,0
17239,2024-02-16,213,P387,Electronics,2,99478.17,198956.34,0.0,Net Banking,Store C (Bangalore),EMP048,59691.88,30.0,CLEAN,1
17240,2024-05-05,609,P256,Food,3,408.59,1225.77,0.0,UPI,Store C (Bangalore),EMP036,669.21,54.6,CLEAN,0
17241,2024-01-28,1684,P207,Electronics,1,46910.39,46910.39,0.0,Cash,Store B (Delhi),EMP021,18028.09,38.43,CLEAN,0
17242,2024-04-10,1700,P003,Clothing,2,1768.06,3182.51,10.0,Credit Card,Online,ONLINE,1511.93,47.51,CLEAN,0
17243,2024-02-16,905,P374,Food,5,54.88,274.4,0.0,Net Banking,Store B (Delhi),EMP010,88.25,32.16,CLEAN,0
17244,2024-01-05,987,P255,Electronics,2,82125.4,147825.72,10.0,Cash,Store C (Bangalore),EMP002,48259.75,32.65,CLEAN,1
17245,2024-04-15,1653,P001,Clothing,4,1637.24,6548.96,0.0,Debit Card,Store C (Bangalore),EMP047,2811.2,42.93,CLEAN,0
17246,2024-05-13,1342,P113,Books,2,550.51,990.92,10.0,Debit Card,Online,ONLINE,332.55,33.56,CLEAN,0
17247,2024-02-25,97,P394,Electronics,2,117122.09,222531.97,5.0,Net Banking,Store C (Bangalore),EMP015,73495.17,33.03,CLEAN,1
17248,2024-05-02,660,P210,Books,3,896.89,2556.14,5.0,Credit Card,Store C (Bangalore),EMP010,1452.79,56.84,CLEAN,0
17249,2024-05-04,364,P221,Books,4,1285.59,5142.36,0.0,Debit Card,Store A (Mumbai),EMP027,2376.8,46.22,CLEAN,0
17250,2024-04-14,390,P239,Electronics,2,57596.68,109433.69,5.0,Credit Card,Store A (Mumbai),EMP005,42336.35,38.69,CLEAN,1
17251,2024-06-01,1130,P338,Food,2,589.74,1061.53,10.0,Credit Card,Online,ONLINE,409.28,38.56,CLEAN,0
17252,2024-06-16,2393,P137,Home & Garden,2,1735.54,3471.08,0.0,Credit Card,Store A (Mumbai),EMP005,1626.74,46.87,CLEAN,0
17253,2024-03-20,536,P284,Food,5,66.14,330.7,0.0,Cash,Store C (Bangalore),EMP009,117.6,35.56,CLEAN,0
17254,2024-03-30,1474,P212,Electronics,1,59732.87,56746.23,5.0,Debit Card,Store B (Delhi),EMP048,33214.86,58.53,CLEAN,0
17255,2024-01-02,1460,P343,Clothing,3,1674.29,4269.44,15.0,Cash,Store A (Mumbai),EMP004,1329.44,31.14,CLEAN,0
17256,2024-04-12,2203,P026,Electronics,2,94661.41,189322.82,0.0,Debit Card,Store B (Delhi),EMP034,83188.0,43.94,CLEAN,1
17257,2024-06-08,2081,P158,Home & Garden,1,7598.41,7598.41,0.0,Credit Card,Store B (Delhi),EMP002,3182.45,41.88,CLEAN,0
17258,2024-03-15,1666,P208,Books,1,1543.4,1466.23,5.0,Net Banking,Online,ONLINE,699.49,47.71,CLEAN,0
17259,2024-01-18,654,P046,Food,1,128.94,128.94,0.0,UPI,Online,ONLINE,62.82,48.72,CLEAN,0
17260,2024-04-28,467,P209,Food,6,549.02,2964.71,10.0,Net Banking,Online,ONLINE,1235.09,41.66,CLEAN,0
17261,2024-05-08,1603,P162,Books,1,1718.81,1718.81,0.0,UPI,Online,ONLINE,643.3,37.43,CLEAN,0
17262,2024-01-02,2047,P283,Electronics,2,111307.19,222614.38,0.0,UPI,Online,ONLINE,89739.72,40.31,CLEAN,1
17263,2024-03-08,1424,P349,Home & Garden,6,825.21,3961.01,20.0,Net Banking,Online,ONLINE,1352.02,34.13,CLEAN,0
17264,2024-02-04,311,P189,Books,1,1181.75,1181.75,0.0,Credit Card,Store C (Bangalore),EMP004,650.4,55.04,CLEAN,0
17265,2024-01-19,1434,P060,Electronics,2,85410.38,153738.68,10.0,UPI,Store B (Delhi),EMP049,54776.56,35.63,CLEAN,1
17266,2024-02-07,330,P312,Books,3,920.24,2760.72,0.0,UPI,Online,ONLINE,1042.92,37.78,CLEAN,0
17267,2024-03-09,342,P345,Electronics,1,88717.18,88717.18,0.0,UPI,Online,ONLINE,42547.58,47.96,CLEAN,1
17268,2024-05-12,1470,P259,Clothing,3,4442.65,13327.95,0.0,Cash,Store A (Mumbai),EMP040,5948.85,44.63,CLEAN,0
17269,2024-06-07,5,P394,Electronics,1,117122.09,111265.99,5.0,UPI,Store A (Mumbai),EMP039,36747.59,33.03,CLEAN,1
17270,2024-01-26,1956,P235,Home & Garden,1,6749.09,5061.82,25.0,Net Banking,Store A (Mumbai),EMP049,2821.94,55.75,CLEAN,0
17271,2024-04-28,2069,P330,Home & Garden,1,2925.68,2633.11,10.0,Net Banking,Store B (Delhi),EMP006,967.9,36.76,CLEAN,0
17272,2024-02-09,1930,P041,Electronics,2,22251.73,44503.46,0.0,UPI,Store A (Mumbai),EMP037,19839.36,44.58,CLEAN,0
17273,2024-05-20,663,P360,Home & Garden,6,749.7,4048.38,10.0,Credit Card,Store C (Bangalore),EMP004,1943.14,48.0,CLEAN,0
17274,2024-02-18,1938,P240,Clothing,3,3086.79,7871.31,15.0,Cash,Store B (Delhi),EMP034,4240.01,53.87,CLEAN,0
17275,2024-02-23,1047,P025,Electronics,2,109621.89,219243.78,0.0,Cash,Store C (Bangalore),EMP028,87397.9,39.86,CLEAN,1
17276,2024-01-20,1417,P210,Books,2,896.89,1793.78,0.0,Debit Card,Store C (Bangalore),EMP019,1019.5,56.84,NEEDS_VALIDATION,0
17277,2024-05-22,2012,P280,Food,4,999.32,3997.28,0.0,Net Banking,Store B (Delhi),EMP002,2330.52,58.3,CLEAN,0
17278,2024-02-04,2067,P126,Books,3,1974.05,5922.15,0.0,UPI,Store B (Delhi),EMP049,2058.36,34.76,CLEAN,0
17279,2024-06-05,2136,P175,Food,3,829.75,2489.25,0.0,UPI,Online,ONLINE,1085.55,43.61,CLEAN,0
17280,2024-06-09,213,P080,Clothing,1,1777.53,1599.78,10.0,Cash,Online,ONLINE,583.34,36.46,CLEAN,0
17281,2024-06-26,1376,P069,Clothing,1,4862.27,4862.27,0.0,Debit Card,Online,ONLINE,2444.56,50.28,CLEAN,0
17282,2024-05-15,1160,P199,Clothing,3,4247.3,12104.8,5.0,Net Banking,Store A (Mumbai),EMP002,3800.87,31.4,CLEAN,0
17283,2024-03-19,1349,P219,Home & Garden,2,1315.7,2499.83,5.0,Credit Card,Store C (Bangalore),EMP018,1441.83,57.68,CLEAN,0
17284,2024-05-28,1214,P145,Food,3,954.79,2864.37,0.0,Credit Card,Store C (Bangalore),EMP046,1381.62,48.23,CLEAN,0
17285,2024-04-28,1381,P196,Books,4,1756.73,7026.92,0.0,Net Banking,Store C (Bangalore),EMP036,2536.92,36.1,CLEAN,0
17286,2024-06-03,1834,P220,Clothing,2,4104.42,8208.84,0.0,Credit Card,Store B (Delhi),EMP040,2674.96,32.59,CLEAN,0
17287,2024-01-26,2388,P248,Clothing,2,635.93,1144.67,10.0,Credit Card,Store C (Bangalore),EMP007,539.5,47.13,CLEAN,0
17288,2024-06-14,1356,P069,Clothing,1,4862.27,4862.27,0.0,Cash,Store C (Bangalore),EMP027,2444.56,50.28,CLEAN,0
17289,2024-05-27,1034,P048,Clothing,2,2062.94,3919.59,5.0,Net Banking,Store C (Bangalore),EMP026,1175.95,30.0,CLEAN,0
17290,2024-06-20,981,P231,Electronics,2,96320.28,173376.5,10.0,Net Banking,Store C (Bangalore),EMP005,94344.77,54.42,CLEAN,1
17291,2024-03-16,766,P204,Clothing,3,3596.44,10249.85,5.0,Credit Card,Store B (Delhi),EMP021,3712.3,36.22,CLEAN,0
17292,2024-05-20,2481,P026,Electronics,1,94661.41,94661.41,0.0,Credit Card,Store A (Mumbai),EMP045,41594.0,43.94,CLEAN,1
17293,2024-01-31,2353,P347,Clothing,2,2815.31,4786.03,15.0,Cash,Online,ONLINE,1860.92,38.88,CLEAN,0
17294,2024-06-11,596,P204,Clothing,4,3596.44,13666.47,5.0,UPI,Store B (Delhi),EMP003,4949.73,36.22,CLEAN,0
17295,2024-01-06,1624,P062,Home & Garden,1,7097.7,6742.82,5.0,Net Banking,Online,ONLINE,2974.69,44.12,CLEAN,0
17296,2024-04-21,1245,P089,Home & Garden,6,3874.96,23249.76,0.0,Cash,Store B (Delhi),EMP037,7959.66,34.24,CLEAN,0
17297,2024-02-16,674,P291,Food,3,378.1,1020.87,10.0,Credit Card,Online,ONLINE,455.22,44.59,CLEAN,0
17298,2024-02-18,1048,P182,Electronics,1,80382.25,76363.14,5.0,Net Banking,Store A (Mumbai),EMP030,34241.8,44.84,CLEAN,0
17299,2024-03-09,2112,P179,Books,4,1346.25,5115.75,5.0,Credit Card,Store C (Bangalore),EMP048,2147.91,41.99,CLEAN,0
17300,2024-02-07,1733,P101,Home & Garden,2,6252.94,11255.29,10.0,UPI,Store A (Mumbai),EMP005,4107.29,36.49,CLEAN,0
17301,2024-03-12,404,P387,Electronics,2,99478.17,189008.52,5.0,Debit Card,Store C (Bangalore),EMP028,56707.29,30.0,CLEAN,1
17302,2024-01-07,960,P227,Home & Garden,6,5352.49,30509.19,5.0,UPI,Store B (Delhi),EMP048,9713.71,31.84,CLEAN,0
17303,2024-02-15,682,P390,Home & Garden,5,2580.46,10966.96,15.0,Debit Card,Online,ONLINE,5711.87,52.08,CLEAN,0
17304,2024-04-27,858,P283,Electronics,1,111307.19,105741.83,5.0,Cash,Store B (Delhi),EMP038,42626.37,40.31,CLEAN,1
17305,2024-03-05,314,P125,Books,4,1377.54,5234.65,5.0,UPI,Store A (Mumbai),EMP021,3133.94,59.87,CLEAN,0
17306,2024-04-28,1483,P342,Home & Garden,6,5958.97,32178.44,10.0,Net Banking,Store C (Bangalore),EMP030,11799.76,36.67,CLEAN,0
17307,2024-06-30,1739,P132,Clothing,1,824.3,824.3,0.0,Credit Card,Store B (Delhi),EMP044,271.98,33.0,CLEAN,0
17308,2024-03-28,2068,P119,Clothing,1,2079.48,2079.48,0.0,Net Banking,Store A (Mumbai),EMP043,855.65,41.15,CLEAN,0
17309,2024-06-25,2068,P255,Electronics,2,82125.4,164250.8,0.0,Debit Card,Store A (Mumbai),EMP044,53621.94,32.65,CLEAN,1
17310,2024-03-16,1834,P060,Electronics,1,85410.38,81139.86,5.0,Cash,Store A (Mumbai),EMP035,28909.85,35.63,CLEAN,1
17311,2024-04-07,269,P212,Electronics,1,59732.87,59732.87,0.0,Net Banking,Online,ONLINE,34963.01,58.53,CLEAN,0
17312,2024-02-03,970,P360,Home & Garden,1,749.7,674.73,10.0,Cash,Online,ONLINE,323.86,48.0,CLEAN,0
17313,2024-06-18,2497,P005,Clothing,2,3830.91,7661.82,0.0,Cash,Online,ONLINE,2373.96,30.98,CLEAN,0
17314,2024-03-09,1946,P139,Books,4,177.25,673.55,5.0,UPI,Store A (Mumbai),EMP046,264.78,39.31,CLEAN,0
17315,2024-05-17,2059,P227,Home & Garden,2,5352.49,10704.98,0.0,UPI,Store C (Bangalore),EMP047,3408.32,31.84,CLEAN,0
17316,2024-03-04,1834,P248,Clothing,1,635.93,572.34,10.0,UPI,Store C (Bangalore),EMP007,269.75,47.13,CLEAN,0
17317,2024-05-25,698,P214,Home & Garden,6,3487.8,19880.46,5.0,Debit Card,Store A (Mumbai),EMP011,11704.21,58.87,CLEAN,0
17318,2024-03-25,1307,P026,Electronics,2,94661.41,189322.82,0.0,Debit Card,Online,ONLINE,83188.0,43.94,CLEAN,1
17319,2024-04-29,2175,P320,Books,4,1692.43,6092.75,10.0,Cash,Online,ONLINE,2181.06,35.8,CLEAN,0
17320,2024-03-13,579,P206,Clothing,3,3652.98,10958.94,0.0,Cash,Store C (Bangalore),EMP005,3514.92,32.07,CLEAN,0
17321,2024-04-07,635,P371,Books,1,1399.39,1399.39,0.0,UPI,Store A (Mumbai),EMP045,552.92,39.51,CLEAN,0
17322,2024-04-26,1354,P237,Home & Garden,3,3676.06,11028.18,0.0,Debit Card,Online,ONLINE,3870.6,35.1,CLEAN,0
17323,2024-01-12,2395,P152,Clothing,1,2843.45,2843.45,0.0,Debit Card,Store C (Bangalore),EMP008,1000.94,35.2,CLEAN,0
17324,2024-03-08,310,P297,Clothing,3,3540.57,9028.45,15.0,UPI,Store B (Delhi),EMP019,2724.45,30.18,CLEAN,0
17325,2024-04-15,1825,P151,Electronics,2,89046.07,178092.14,0.0,Cash,Store B (Delhi),EMP021,99019.36,55.6,CLEAN,1
17326,2024-02-29,2403,P391,Home & Garden,6,6905.17,41431.02,0.0,Net Banking,Store B (Delhi),EMP019,12941.1,31.24,CLEAN,0
17327,2024-01-09,1572,P371,Books,4,1399.39,5037.8,10.0,Debit Card,Store C (Bangalore),EMP041,1990.51,39.51,CLEAN,0
17328,2024-03-09,1148,P146,Clothing,1,3455.63,3282.85,5.0,Debit Card,Store A (Mumbai),EMP028,1503.35,45.79,CLEAN,0
17329,2024-01-29,815,P290,Books,4,1107.17,4428.68,0.0,Credit Card,Store B (Delhi),EMP046,1362.56,30.77,CLEAN,0
17330,2024-06-08,2067,P118,Home & Garden,1,7304.32,7304.32,0.0,Credit Card,Store A (Mumbai),EMP038,3472.15,47.54,CLEAN,0
17331,2024-06-29,600,P274,Clothing,4,1245.57,4982.28,0.0,Net Banking,Store C (Bangalore),EMP018,1831.84,36.77,CLEAN,0
17332,2024-01-27,1364,P280,Food,10,999.32,9993.2,0.0,Debit Card,Store A (Mumbai),EMP005,5826.3,58.3,CLEAN,0
17333,2024-06-08,2148,P138,Electronics,1,137342.02,123607.82,10.0,UPI,Online,ONLINE,39309.22,31.8,CLEAN,1
17334,2024-04-27,2175,P312,Books,4,920.24,3496.91,5.0,Credit Card,Store B (Delhi),EMP033,1321.03,37.78,CLEAN,0
17335,2024-01-27,324,P260,Clothing,1,1414.73,1273.26,10.0,Cash,Store C (Bangalore),EMP006,605.18,47.53,CLEAN,0
17336,2024-03-21,1570,P185,Clothing,2,1212.42,2303.6,5.0,Credit Card,Online,ONLINE,1122.48,48.73,CLEAN,0
17337,2024-02-15,1862,P083,Clothing,1,3804.29,3804.29,0.0,Cash,Online,ONLINE,1790.38,47.06,CLEAN,0
17338,2024-04-06,2412,P284,Food,9,66.14,535.73,10.0,Credit Card,Online,ONLINE,190.51,35.56,CLEAN,0
17339,2024-02-27,562,P132,Clothing,2,824.3,1483.74,10.0,Debit Card,Store B (Delhi),EMP018,489.56,33.0,CLEAN,0
17340,2024-04-08,2427,P125,Books,1,1377.54,1377.54,0.0,Credit Card,Store A (Mumbai),EMP006,824.72,59.87,CLEAN,0
17341,2024-02-22,813,P329,Books,4,1704.05,6475.39,5.0,UPI,Store C (Bangalore),EMP039,2636.29,40.71,CLEAN,0
17342,2024-06-01,1497,P276,Electronics,1,27925.8,27925.8,0.0,UPI,Store C (Bangalore),EMP045,10639.12,38.1,CLEAN,0
17343,2024-01-28,2284,P269,Food,2,423.0,761.4,10.0,Cash,Online,ONLINE,428.15,56.23,CLEAN,0
17344,2024-06-28,394,P376,Electronics,2,145203.17,275886.02,5.0,Cash,Store C (Bangalore),EMP026,140735.96,51.01,CLEAN,1
17345,2024-04-25,760,P091,Books,2,1544.86,3089.72,0.0,Credit Card,Store C (Bangalore),EMP039,1058.46,34.26,CLEAN,0
17346,2024-03-28,1076,P370,Food,9,945.72,8085.91,5.0,Debit Card,Online,ONLINE,4848.88,59.97,CLEAN,0
17347,2024-01-06,1008,P124,Food,4,400.88,1523.34,5.0,Debit Card,Store A (Mumbai),EMP029,619.55,40.67,CLEAN,0
17348,2024-04-14,1701,P279,Home & Garden,2,5490.09,10980.18,0.0,Cash,Store B (Delhi),EMP003,6151.48,56.02,CLEAN,0
17349,2024-03-02,2496,P159,Electronics,1,55378.07,55378.07,0.0,Debit Card,Store A (Mumbai),EMP018,31938.47,57.67,CLEAN,0
17350,2024-02-01,925,P101,Home & Garden,1,6252.94,6252.94,0.0,Credit Card,Store A (Mumbai),EMP047,2281.83,36.49,CLEAN,0
17351,2024-03-12,872,P121,Books,3,929.52,2788.56,0.0,Debit Card,Store C (Bangalore),EMP044,1201.47,43.09,CLEAN,0
17352,2024-05-13,1082,P390,Home & Garden,5,2580.46,10966.96,15.0,UPI,Store B (Delhi),EMP008,5711.87,52.08,CLEAN,0
17353,2024-06-18,435,P231,Electronics,2,96320.28,192640.56,0.0,UPI,Store A (Mumbai),EMP022,104827.52,54.42,CLEAN,1
17354,2024-03-04,1788,P138,Electronics,1,137342.02,123607.82,10.0,Credit Card,Store A (Mumbai),EMP024,39309.22,31.8,CLEAN,1
17355,2024-03-18,2385,P257,Clothing,4,2559.41,9213.88,10.0,UPI,Store B (Delhi),EMP045,5351.08,58.08,CLEAN,0
17356,2024-01-23,1019,P367,Clothing,2,2010.58,4021.16,0.0,Debit Card,Store B (Delhi),EMP012,2187.88,54.41,CLEAN,0
17357,2024-01-30,625,P371,Books,1,1399.39,1189.48,15.0,Cash,Store C (Bangalore),EMP009,469.98,39.51,CLEAN,0
17358,2024-04-09,1003,P207,Electronics,1,46910.39,44564.87,5.0,Cash,Store A (Mumbai),EMP015,17126.69,38.43,CLEAN,0
17359,2024-03-09,1807,P130,Food,8,994.11,7555.24,5.0,Net Banking,Online,ONLINE,3322.72,43.98,CLEAN,0
17360,2024-04-09,942,P349,Home & Garden,4,825.21,3300.84,0.0,Credit Card,Online,ONLINE,1126.68,34.13,CLEAN,0
17361,2024-04-20,530,P314,Electronics,1,31734.02,28560.62,10.0,Debit Card,Store C (Bangalore),EMP019,15447.77,54.09,CLEAN,0
17362,2024-05-28,1781,P118,Home & Garden,6,7304.32,41634.62,5.0,Unknown,Store C (Bangalore),EMP015,19791.25,47.54,CLEAN,0
17363,2024-02-03,1479,P320,Books,3,1692.43,4823.43,5.0,Credit Card,Store C (Bangalore),EMP014,1726.67,35.8,CLEAN,0
17364,2024-04-16,1908,P067,Home & Garden,4,4910.08,19640.32,0.0,UPI,Store C (Bangalore),EMP029,9874.84,50.28,CLEAN,0
17365,2024-04-07,480,P090,Food,5,127.85,575.33,10.0,Debit Card,Store B (Delhi),EMP029,292.36,50.82,CLEAN,0
17366,2024-02-25,1090,P108,Food,2,153.77,292.16,5.0,UPI,Store C (Bangalore),EMP039,152.87,52.32,CLEAN,0
17367,2024-02-25,1802,P308,Food,10,629.66,6296.6,0.0,Cash,Store C (Bangalore),EMP004,2582.8,41.02,CLEAN,0
17368,2024-01-26,1837,P242,Food,5,305.99,1147.46,25.0,Credit Card,Store A (Mumbai),EMP029,420.9,36.68,CLEAN,0
17369,2024-03-12,27,P061,Books,3,739.01,2217.03,0.0,Cash,Online,ONLINE,873.03,39.38,CLEAN,0
17370,2024-01-23,450,P003,Clothing,2,1768.06,3359.31,5.0,Net Banking,Store C (Bangalore),EMP007,1595.92,47.51,CLEAN,0
17371,2024-03-27,1546,P166,Home & Garden,3,332.79,898.53,10.0,Debit Card,Store C (Bangalore),EMP009,450.09,50.09,CLEAN,0
17372,2024-04-17,478,P106,Home & Garden,2,6413.2,11543.76,10.0,Debit Card,Store B (Delhi),EMP012,3915.56,33.92,CLEAN,0
17373,2024-02-29,1317,P060,Electronics,1,85410.38,76869.34,10.0,Debit Card,Online,ONLINE,27388.28,35.63,CLEAN,0
17374,2024-03-15,820,P105,Food,4,177.03,672.71,5.0,Cash,Online,ONLINE,338.77,50.36,CLEAN,0
17375,2024-06-15,153,P080,Clothing,3,1777.53,5332.59,0.0,Credit Card,Online,ONLINE,1944.48,36.46,CLEAN,0
17376,2024-06-05,737,P378,Electronics,2,37655.58,75311.16,0.0,Cash,Store B (Delhi),EMP036,41718.8,55.4,CLEAN,0
17377,2024-06-13,1615,P376,Electronics,1,145203.17,130682.85,10.0,Debit Card,Online,ONLINE,66664.4,51.01,CLEAN,1
17378,2024-02-03,1721,P174,Electronics,2,120356.84,228678.0,5.0,Debit Card,Store A (Mumbai),EMP007,135239.95,59.14,CLEAN,1
17379,2024-04-16,1482,P255,Electronics,2,82125.4,147825.72,10.0,UPI,Store A (Mumbai),EMP031,48259.75,32.65,CLEAN,1
17380,2024-04-05,1838,P242,Food,6,305.99,1835.94,0.0,Net Banking,Store A (Mumbai),EMP038,673.44,36.68,CLEAN,0
17381,2024-01-09,1582,P305,Electronics,1,79903.83,75908.64,5.0,Net Banking,Online,ONLINE,33588.88,44.25,CLEAN,0
17382,2024-02-10,2252,P178,Electronics,2,44173.41,83929.48,5.0,Debit Card,Store A (Mumbai),EMP033,45828.4,54.6,CLEAN,1
17383,2024-01-19,521,P307,Home & Garden,2,5033.85,10067.7,0.0,Credit Card,Online,ONLINE,6034.5,59.94,CLEAN,0
17384,2024-01-06,1967,P114,Food,4,258.18,877.81,15.0,Debit Card,Store B (Delhi),EMP045,358.36,40.82,CLEAN,0
17385,2024-02-08,310,P068,Electronics,2,108612.67,206364.07,5.0,Credit Card,Store A (Mumbai),EMP017,99032.65,47.99,CLEAN,1
17386,2024-05-04,1718,P099,Clothing,3,1365.28,3686.26,10.0,Net Banking,Store B (Delhi),EMP012,1876.61,50.91,CLEAN,0
17387,2024-05-19,645,P228,Electronics,1,24193.36,20564.36,15.0,UPI,Store B (Delhi),EMP009,9155.4,44.52,CLEAN,0
17388,2024-03-29,834,P313,Clothing,2,3455.36,6219.65,10.0,UPI,Store C (Bangalore),EMP040,2904.59,46.7,CLEAN,0
17389,2024-04-07,490,P262,Food,6,615.89,3325.81,10.0,Debit Card,Online,ONLINE,1014.61,30.51,CLEAN,0
17390,2024-04-06,2189,P321,Electronics,1,92654.11,92654.11,0.0,Debit Card,Store B (Delhi),EMP027,53917.34,58.19,CLEAN,1
17391,2024-02-24,1815,P366,Clothing,4,1458.5,5542.3,5.0,Debit Card,Store C (Bangalore),EMP033,2596.16,46.84,CLEAN,0
17392,2024-05-20,1810,P264,Food,5,776.99,3496.46,10.0,Cash,Store A (Mumbai),EMP024,1444.37,41.31,CLEAN,0
17393,2024-04-01,1955,P333,Home & Garden,1,676.97,643.12,5.0,Net Banking,Store A (Mumbai),EMP046,290.2,45.12,CLEAN,0
17394,2024-06-02,2213,P389,Home & Garden,4,6583.3,26333.2,0.0,UPI,Store B (Delhi),EMP019,11481.2,43.6,CLEAN,0
17395,2024-03-01,1789,P055,Books,4,307.49,1045.47,15.0,UPI,Online,ONLINE,589.63,56.4,CLEAN,0
17396,2024-03-14,1116,P323,Clothing,4,3746.51,12738.13,15.0,Cash,Online,ONLINE,4194.89,32.93,CLEAN,0
17397,2024-03-02,1931,P217,Food,4,935.74,3368.66,10.0,UPI,Store B (Delhi),EMP002,1804.36,53.56,CLEAN,0
17398,2024-04-09,1237,P192,Clothing,2,2263.53,4527.06,0.0,UPI,Store C (Bangalore),EMP038,1743.56,38.51,CLEAN,0
17399,2024-05-07,372,P129,Books,3,745.51,2236.53,0.0,Cash,Store C (Bangalore),EMP045,1319.34,58.99,CLEAN,0
17400,2024-03-16,1606,P062,Home & Garden,2,7097.7,14195.4,0.0,Net Banking,Store C (Bangalore),EMP004,6262.5,44.12,CLEAN,0
17401,2024-05-12,39,P096,Electronics,1,119896.32,119896.32,0.0,UPI,Store A (Mumbai),EMP039,51020.17,42.55,CLEAN,1
17402,2024-06-13,1424,P190,Food,1,696.91,696.91,0.0,Unknown,Store B (Delhi),EMP038,257.55,36.96,CLEAN,0
17403,2024-02-13,1523,P029,Home & Garden,3,5652.2,16956.6,0.0,Debit Card,Store C (Bangalore),EMP021,5100.66,30.08,CLEAN,0
17404,2024-05-31,1123,P104,Books,4,794.88,3179.52,0.0,Net Banking,Store C (Bangalore),EMP018,1669.6,52.51,CLEAN,0
